,Location,YEAR,Month,Day,ShWave,UVA,UVB,UVindx,Lon,Lat,Temp,DewFrost,WBulbTemp2M,EarthSkin,SpecHumid2M,RelHumid2M,Precipitation,SfPressure,WiSpeed2M,WiDirect2M,WiSpeed10M,WiDirect10M,WSfSoil,Region,Farming,Rearing,Fishery
1757,GiaLai,2022,October,10,2.37,6.98,0.21,1.05,108.281,13.7793,22.48,21.83,22.15,22.44,17.46,poor_high,39.21,94.38,0.3,North_East,1.84,North_East,0.98,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1758,GiaLai,2022,October,11,1.68,5.13,0.14,0.72,108.281,13.7793,23.05,21.83,22.44,23.03,17.46,poor_high,45.34,94.27,0.3,North_East,2.0,North_East,0.98,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1759,GiaLai,2022,October,12,4.13,10.6,0.29,1.46,108.281,13.7793,22.62,20.3,21.46,22.64,15.87,poor_high,6.07,94.22,0.3,North_East,2.02,North_East,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1760,GiaLai,2022,October,13,1.46,4.42,0.12,0.59,108.281,13.7793,21.18,19.38,20.28,21.21,15.08,poor_high,6.55,94.03,0.23,East,1.78,North,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1761,GiaLai,2022,October,14,0.94,3.02,0.08,0.41,108.281,13.7793,20.49,19.75,20.12,20.49,15.5,poor_high,36.31,93.6,0.41,West,1.84,West,0.98,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1762,GiaLai,2022,October,15,3.28,9.49,0.27,1.37,108.281,13.7793,22.43,20.65,21.54,22.44,16.36,poor_high,7.0,93.73,0.28,South_East,1.62,South_East,0.96,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1763,GiaLai,2022,October,16,4.13,11.12,0.3,1.54,108.281,13.7793,22.24,21.45,21.84,22.23,17.15,poor_high,24.42,94.05,0.28,North_East,1.7,North_East,0.98,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1764,GiaLai,2022,October,17,4.61,11.36,0.31,1.6,108.281,13.7793,21.52,18.52,20.02,21.44,14.22,poor_high,0.25,94.13,0.21,South,1.12,South_East,0.96,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1765,GiaLai,2022,October,18,5.6,13.45,0.36,1.84,108.281,13.7793,21.57,18.37,19.97,21.58,14.16,poor_high,0.01,94.05,0.21,South_East,1.38,East,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1766,GiaLai,2022,October,19,5.3,13.13,0.35,1.81,108.281,13.7793,22.48,19.19,20.83,22.41,14.89,poor_high,0.0,94.03,0.23,South,1.08,South_West,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1767,GiaLai,2022,October,20,3.12,8.84,0.26,1.3,108.281,13.7793,22.7,20.18,21.44,22.73,15.75,poor_high,0.0,94.27,0.27,East,1.45,East,0.94,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1768,GiaLai,2022,October,21,4.72,12.45,0.34,1.74,108.281,13.7793,23.38,20.16,21.77,23.41,15.75,poor_high,0.19,94.36,0.2,East,1.23,North_East,0.94,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1769,GiaLai,2022,October,22,5.36,14.01,0.38,1.95,108.281,13.7793,23.58,20.86,22.22,23.64,16.42,poor_high,2.56,94.34,0.2,East,1.2,East,0.93,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1770,GiaLai,2022,October,23,3.59,10.04,0.29,1.45,108.281,13.7793,23.31,21.27,22.29,23.26,16.85,poor_high,2.7,94.31,0.21,East,1.27,North_East,0.93,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1771,GiaLai,2022,October,24,5.24,13.06,0.35,1.83,108.281,13.7793,23.53,20.33,21.94,23.54,15.99,poor_high,0.85,94.16,0.2,South,1.14,South_East,0.92,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1772,GiaLai,2022,October,25,3.55,9.89,0.29,1.45,108.281,13.7793,22.11,21.24,21.67,22.08,16.85,poor_high,8.54,94.23,0.26,East,1.64,North_East,0.94,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1773,GiaLai,2022,October,26,3.13,8.96,0.26,1.29,108.281,13.7793,22.22,21.34,21.78,22.22,16.97,poor_high,13.76,94.21,0.3,North_East,1.83,North_East,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1774,GiaLai,2022,October,27,1.44,4.54,0.13,0.68,108.281,13.7793,22.19,21.23,21.71,22.16,16.85,poor_high,10.06,94.17,0.26,North_East,1.78,North_East,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1775,GiaLai,2022,October,28,3.5,9.36,0.25,1.26,108.281,13.7793,21.92,19.55,20.73,21.9,15.2,poor_high,1.52,94.11,0.39,North_East,2.6,North_East,0.93,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1776,GiaLai,2022,October,29,3.1,8.59,0.24,1.21,108.281,13.7793,22.06,19.73,20.89,22.05,15.38,poor_high,2.12,94.02,0.37,North_East,2.55,North_East,0.93,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1777,GiaLai,2022,October,30,2.76,7.71,0.21,1.08,108.281,13.7793,21.59,18.67,20.13,21.55,14.4,poor_high,0.06,93.98,0.32,North_East,2.23,North_East,0.92,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1778,GiaLai,2022,October,31,5.37,12.88,0.35,1.82,108.281,13.7793,21.05,17.93,19.48,21.05,13.73,poor_high,0.0,94.01,0.23,East,1.63,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1779,GiaLai,2022,November,1,5.35,12.51,0.34,1.76,108.281,13.7793,20.7,17.01,18.86,20.62,13.0,poor_high,0.0,94.09,0.23,South,1.22,South_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1780,GiaLai,2022,November,2,5.22,12.77,0.35,1.81,108.281,13.7793,20.9,16.93,18.91,20.83,12.88,poor_high,0.0,94.13,0.23,South_East,1.08,South_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1781,GiaLai,2022,November,3,4.74,11.51,0.3,1.57,108.281,13.7793,21.16,18.13,19.65,21.2,13.92,poor_high,0.36,94.26,0.21,East,1.14,East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1782,GiaLai,2022,November,4,3.5,9.38,0.27,1.37,108.281,13.7793,21.15,18.5,19.82,21.19,14.16,poor_high,0.48,94.42,0.34,East,1.88,East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1783,GiaLai,2022,November,5,3.21,9.02,0.25,1.29,108.281,13.7793,21.39,18.63,20.01,21.4,14.28,poor_high,0.16,94.54,0.27,East,1.7,North_East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1784,GiaLai,2022,November,6,4.23,11.01,0.3,1.55,108.281,13.7793,22.05,18.96,20.5,22.09,14.59,poor_high,0.32,94.46,0.27,North_East,1.8,North_East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1785,GiaLai,2022,November,7,4.94,12.44,0.34,1.76,108.281,13.7793,22.07,18.64,20.36,22.12,14.34,poor_high,0.03,94.37,0.2,North_East,1.42,North_East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1786,GiaLai,2022,November,8,5.13,12.89,0.34,1.75,108.281,13.7793,22.32,18.77,20.55,22.37,14.47,poor_high,0.0,94.32,0.22,North_East,1.57,North_East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1787,GiaLai,2022,November,9,4.56,11.9,0.32,1.66,108.281,13.7793,22.59,20.21,21.4,22.58,15.81,poor_high,0.12,94.33,0.27,North_East,1.78,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1788,GiaLai,2022,November,10,3.79,10.23,0.28,1.46,108.281,13.7793,23.3,20.85,22.08,23.32,16.42,poor_high,1.03,94.3,0.3,North_East,1.91,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1789,GiaLai,2022,November,11,4.42,11.33,0.3,1.57,108.281,13.7793,22.48,20.65,21.57,22.47,16.24,poor_high,1.19,94.31,0.33,North_East,2.02,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1790,GiaLai,2022,November,12,2.55,7.48,0.22,1.12,108.281,13.7793,22.8,20.87,21.83,22.81,16.48,poor_high,4.34,94.19,0.34,East,2.09,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1791,GiaLai,2022,November,13,0.72,2.32,0.06,0.34,108.281,13.7793,22.25,21.42,21.83,22.23,17.03,poor_high,14.64,94.24,0.38,East,2.23,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1792,GiaLai,2022,November,14,4.45,11.66,0.32,1.69,108.281,13.7793,23.23,21.03,22.12,23.21,16.6,poor_high,0.48,94.25,0.35,East,2.13,North_East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1793,GiaLai,2022,November,15,4.56,11.7,0.33,1.72,108.281,13.7793,23.6,21.13,22.37,23.61,16.72,poor_high,0.44,94.2,0.31,East,1.94,East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1794,GiaLai,2022,November,16,4.51,11.7,0.34,1.78,108.281,13.7793,23.22,20.4,21.81,23.25,15.99,poor_high,0.42,94.13,0.31,East,1.86,East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1795,GiaLai,2022,November,17,4.02,10.58,0.3,1.59,108.281,13.7793,23.43,20.8,22.12,23.44,16.42,poor_high,0.61,94.1,0.31,East,1.87,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1796,GiaLai,2022,November,18,4.4,11.38,0.33,1.74,108.281,13.7793,22.73,20.3,21.51,22.73,15.87,poor_high,1.01,94.17,0.37,North_East,2.23,North_East,0.87,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1797,GiaLai,2022,November,19,1.63,5.03,0.15,0.79,108.281,13.7793,21.35,20.12,20.73,21.33,15.69,poor_high,20.73,94.09,0.43,North_East,2.6,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1798,GiaLai,2022,November,20,0.94,3.05,0.09,0.49,108.281,13.7793,21.67,20.41,21.04,21.63,16.05,poor_high,40.4,93.91,0.38,North_East,2.48,North_East,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1799,GiaLai,2022,November,21,2.97,8.61,0.27,1.43,108.281,13.7793,22.63,21.87,22.26,22.62,17.64,poor_high,8.31,93.79,0.22,East,1.45,East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1800,GiaLai,2022,November,22,1.56,4.85,0.15,0.77,108.281,13.7793,22.3,21.3,21.8,22.3,16.97,poor_high,4.59,93.93,0.31,East,1.76,East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1801,GiaLai,2022,November,23,3.45,9.59,0.28,1.49,108.281,13.7793,22.93,21.48,22.2,22.91,17.15,poor_high,3.1,94.05,0.25,East,1.5,East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1802,GiaLai,2022,November,24,4.3,11.3,0.32,1.72,108.281,13.7793,22.84,21.01,21.93,22.86,16.6,poor_high,1.54,94.22,0.29,East,1.61,East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1803,GiaLai,2022,November,25,4.13,10.69,0.3,1.62,108.281,13.7793,22.97,21.11,22.04,22.96,16.66,poor_high,0.61,94.33,0.3,East,1.73,East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1804,GiaLai,2022,November,26,3.15,8.84,0.27,1.42,108.281,13.7793,22.5,20.78,21.64,22.51,16.36,poor_high,7.15,94.24,0.32,East,1.8,East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1805,GiaLai,2022,November,27,4.39,11.32,0.3,1.6,108.281,13.7793,22.83,20.65,21.74,22.86,16.24,poor_high,0.26,94.14,0.28,East,1.52,East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1806,GiaLai,2022,November,28,5.09,12.91,0.35,1.84,108.281,13.7793,23.28,20.71,22.0,23.23,16.3,poor_high,0.0,94.18,0.25,East,1.13,East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1807,GiaLai,2022,November,29,5.34,13.13,0.35,1.84,108.281,13.7793,23.41,20.16,21.79,23.4,15.75,poor_high,0.01,94.22,0.23,East,1.3,East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1808,GiaLai,2022,November,30,4.48,11.48,0.31,1.66,108.281,13.7793,22.71,20.53,21.62,22.72,16.11,poor_high,0.12,94.27,0.3,North_East,1.84,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1809,GiaLai,2022,December,1,4.68,11.9,0.33,1.76,108.281,13.7793,23.08,20.81,21.95,23.06,16.42,poor_high,0.23,94.24,0.36,North_East,2.38,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1810,GiaLai,2022,December,2,2.4,6.85,0.2,1.04,108.281,13.7793,22.05,20.17,21.12,22.0,15.81,poor_high,11.27,94.17,0.44,East,2.72,East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1811,GiaLai,2022,December,3,2.74,7.69,0.23,1.21,108.281,13.7793,21.33,19.76,20.55,21.31,15.32,poor_high,12.21,94.25,0.36,North_East,2.25,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1812,GiaLai,2022,December,4,1.12,3.5,0.1,0.57,108.281,13.7793,20.87,18.97,19.92,20.84,14.59,poor_high,9.19,94.34,0.43,North_East,2.38,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1813,GiaLai,2022,December,5,3.9,10.06,0.3,1.61,108.281,13.7793,22.04,20.51,21.27,22.01,16.05,poor_high,8.25,94.3,0.39,North_East,2.51,North_East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1814,GiaLai,2022,December,6,2.24,6.51,0.2,1.05,108.281,13.7793,21.35,19.73,20.54,21.32,15.32,poor_high,12.59,94.23,0.47,North_East,2.98,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1815,GiaLai,2022,December,7,2.8,7.76,0.23,1.3,108.281,13.7793,21.87,20.01,20.94,21.85,15.62,poor_high,7.66,94.19,0.42,North_East,2.73,North_East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1816,GiaLai,2022,December,8,2.82,7.72,0.23,1.3,108.281,13.7793,22.23,20.44,21.33,22.2,15.99,poor_high,9.92,94.21,0.44,North_East,2.82,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1817,GiaLai,2022,December,9,3.82,9.83,0.3,1.66,108.281,13.7793,21.08,18.51,19.8,21.05,14.22,poor_high,1.08,94.19,0.4,North_East,2.61,North_East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1818,GiaLai,2022,December,10,3.94,10.07,0.3,1.74,108.281,13.7793,20.4,18.67,19.54,20.42,14.34,poor_high,9.93,94.2,0.34,East,2.13,North_East,0.91,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1819,GiaLai,2022,December,11,3.85,9.65,0.28,1.53,108.281,13.7793,19.77,17.86,18.81,19.79,13.61,poor_high,4.89,94.3,0.34,East,1.98,East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1820,GiaLai,2022,December,12,2.95,7.88,0.23,1.27,108.281,13.7793,18.35,16.49,17.42,18.35,12.45,poor_high,16.06,94.38,0.32,North_East,2.04,North_East,0.93,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1821,GiaLai,2022,December,13,4.16,9.62,0.27,1.46,108.281,13.7793,16.87,14.13,15.5,16.89,10.68,poor_high,0.37,94.4,0.34,North_East,2.23,North_East,0.9,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1822,GiaLai,2022,December,14,3.8,9.22,0.26,1.37,108.281,13.7793,17.02,13.97,15.49,17.05,10.62,poor_high,0.0,94.43,0.37,North_East,2.45,North_East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1823,GiaLai,2022,December,15,3.77,9.25,0.25,1.34,108.281,13.7793,18.56,15.62,17.08,18.6,11.9,poor_high,0.02,94.24,0.29,North_East,2.0,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1824,GiaLai,2022,December,16,3.2,8.41,0.25,1.38,108.281,13.7793,20.73,18.33,19.52,20.76,14.16,poor_high,1.02,94.21,0.3,North_East,1.98,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1825,GiaLai,2022,December,17,3.33,8.87,0.27,1.55,108.281,13.7793,20.15,18.0,19.08,20.1,13.85,poor_high,6.76,94.39,0.57,North_East,3.49,North_East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1826,GiaLai,2022,December,18,3.0,7.71,0.23,1.32,108.281,13.7793,16.15,13.48,14.82,16.13,10.25,poor_high,5.95,94.49,0.76,North_East,4.45,North_East,0.89,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1827,GiaLai,2022,December,19,3.47,8.89,0.27,1.53,108.281,13.7793,17.1,14.32,15.71,17.13,10.86,poor_high,0.63,94.32,0.49,North_East,3.09,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1828,GiaLai,2022,December,20,3.67,9.42,0.28,1.59,108.281,13.7793,19.82,17.42,18.62,19.83,13.31,poor_high,0.18,94.19,0.34,North_East,2.23,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1829,GiaLai,2022,December,21,3.61,9.27,0.27,1.53,108.281,13.7793,20.33,18.04,19.19,20.33,13.79,poor_high,1.57,94.18,0.36,North_East,2.43,North_East,0.88,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1830,GiaLai,2022,December,22,4.0,9.84,0.28,1.56,108.281,13.7793,18.94,15.89,17.41,18.95,12.02,poor_high,0.02,94.18,0.3,North_East,2.18,North_East,0.87,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1831,GiaLai,2022,December,23,3.92,9.7,0.28,1.5,108.281,13.7793,16.71,13.76,15.23,16.74,10.44,poor_high,0.07,94.34,0.33,North_East,2.19,North_East,0.87,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1832,GiaLai,2022,December,24,3.65,8.95,0.27,1.45,108.281,13.7793,16.68,13.83,15.26,16.71,10.5,poor_high,0.41,94.47,0.4,North_East,2.67,North_East,0.87,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1833,GiaLai,2022,December,25,4.43,10.85,0.31,1.73,108.281,13.7793,16.21,13.5,14.86,16.21,10.25,poor_high,0.08,94.6,0.38,North_East,2.38,North_East,0.86,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1834,GiaLai,2022,December,26,4.57,11.02,0.31,1.74,108.281,13.7793,17.51,14.83,16.18,17.55,11.17,poor_high,0.43,94.67,0.33,North_East,2.1,North_East,0.86,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1835,GiaLai,2022,December,27,3.96,10.19,0.3,1.68,108.281,13.7793,17.77,15.27,16.52,17.8,11.47,poor_high,0.66,94.61,0.31,North_East,2.05,North_East,0.86,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1836,GiaLai,2022,December,28,5.21,12.48,0.37,2.0,108.281,13.7793,18.43,15.9,17.17,18.48,12.02,poor_high,1.54,94.63,0.29,North_East,1.88,North_East,0.86,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1837,GiaLai,2022,December,29,3.91,9.98,0.29,1.56,108.281,13.7793,19.42,17.4,18.41,19.44,13.18,poor_high,5.93,94.65,0.35,North_East,2.34,North_East,0.87,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1838,GiaLai,2022,December,30,3.74,9.3,0.27,1.54,108.281,13.7793,18.65,16.03,17.33,18.63,12.02,poor_high,1.25,94.74,0.47,North_East,3.09,North_East,0.86,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1839,GiaLai,2022,December,31,2.9,7.52,0.23,1.23,108.281,13.7793,17.91,14.42,16.17,17.91,10.86,poor_high,0.1,94.7,0.4,North_East,2.8,North_East,0.85,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",?
1840,DakLak,2022,October,1,3.28,9.57,0.27,1.37,108.2371,12.8706,25.08,22.56,23.82,24.98,17.88,poor_high,0.51,96.41,0.07,South,0.89,South,0.94,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",['ca']
1841,DakLak,2022,October,2,5.37,14.52,0.42,2.16,108.2371,12.8706,25.4,22.73,24.06,25.4,18.07,poor_high,4.74,96.35,0.02,East,0.98,East,0.94,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",['ca']
1842,DakLak,2022,October,3,4.95,13.76,0.41,2.12,108.2371,12.8706,24.55,22.74,23.65,24.56,18.01,poor_high,3.41,96.39,0.02,East,1.72,East,0.93,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",['ca']
1843,DakLak,2022,October,4,3.38,10.28,0.32,1.64,108.2371,12.8706,23.72,22.18,22.95,23.72,17.4,poor_high,8.94,96.58,0.02,East,1.72,East,0.95,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",['ca']
1844,DakLak,2022,October,5,4.27,12.23,0.37,1.88,108.2371,12.8706,24.18,21.62,22.9,24.19,16.78,poor_high,2.37,96.57,0.02,East,1.96,East,0.93,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",['ca']
1845,DakLak,2022,October,6,5.0,13.94,0.41,2.09,108.2371,12.8706,24.24,21.4,22.82,24.22,16.6,poor_high,2.15,96.61,0.04,East,1.46,East,0.92,TayNguyen,"['lua', 'khoai', 'lac', 'mia', 'ngo', 'san']","['bo', 'trau', 'heo', 'giacam']",['ca']
